name,pop,region,income,education_score,out_of_work
Locks Heath/Warsash/Whiteley BUASD,43359,South East,Lower deprivation towns,4.140431579,4.40251572327044
Nailsworth BUASD,7728,South West,Lower deprivation towns,7.06093098,NA
Leiston BUASD,5643,East of England,Higher deprivation towns,-7.336425751,NA
Skelmersdale BUASD,34455,North West,Higher deprivation towns,-2.294227405,14.528301886792452
Washington BUASD,67085,North East,Higher deprivation towns,-0.237026997,13.88888888888889
Ellesmere Port BUASD,61090,North West,Higher deprivation towns,-3.027107029,10.476190476190476
Rickmansworth BUASD,23973,East of England,Lower deprivation towns,5.606123897,NA
Carnforth BUASD,6115,North West,Mid deprivation towns,-1.216291898,NA
Newcastle-under-Lyme BUASD,75082,West Midlands,Higher deprivation towns,1.087110993,9.004739336492891
Swindon BUASD,182441,South West,Mid deprivation towns,-2.140764342,7.1258907363420425
Walsall BUASD,67594,West Midlands,Higher deprivation towns,-0.934913142,11.65644171779141
Oxford BUASD,159994,South East,Mid deprivation towns,-2.146896435,5.985915492957746
Shoreham-by-Sea BUASD,48487,South East,Mid deprivation towns,-3.907574596,7.5
Rochester BUASD,62982,South East,Higher deprivation towns,-1.750225905,7.851239669421488
Hoyland BUASD,17710,Yorkshire and The Humber,Higher deprivation towns,-4.396909731,18.48341232227488
Hemel Hempstead BUASD,94932,East of England,Mid deprivation towns,-0.892601732,7.1177504393673114
Brierfield BUASD,9559,North West,Higher deprivation towns,-0.301092555,7.936507936507936
Lincoln BUASD,100160,East Midlands,Higher deprivation towns,-3.678350423,13.278008298755188
Worcester BUASD,100153,West Midlands,Mid deprivation towns,-0.246790008,8.084696823869104
Stowmarket BUASD,19280,East of England,Mid deprivation towns,-2.008851089,7.659574468085106
Grays BUASD,66843,East of England,Mid deprivation towns,-0.801266586,6.501182033096926
Batley BUASD,80485,Yorkshire and The Humber,Higher deprivation towns,0.39812194,9.820485744456176
Rochford BUASD,17739,East of England,Mid deprivation towns,-3.653296949,5.172413793103448
Margate BUASD,61223,South East,Higher deprivation towns,-3.594334095,13.136729222520108
Haslemere BUASD,13122,South East,Lower deprivation towns,4.813053992,NA
Cranleigh BUASD,9905,South East,Lower deprivation towns,1.163167949,NA
Bicester BUASD,32642,South East,Lower deprivation towns,-0.88303807,3.1578947368421053
Bridgnorth BUASD,12315,West Midlands,Lower deprivation towns,0.671596851,NA
Wareham BUASD,5496,South West,Mid deprivation towns,-1.30671782,NA
South Normanton BUASD,15388,East Midlands,Higher deprivation towns,-3.688235156,NA
Liverpool BUASD,552267,North West,Cities,-2.214736577,13.985896574882473
Merley BUASD,6005,South West,Lower deprivation towns,5.203911561,NA
Blackpool BUASD,147663,North West,Higher deprivation towns,-2.089855549,11.63719338277239
Wakefield BUASD,99251,Yorkshire and The Humber,Higher deprivation towns,0.435286387,8.584070796460178
Bude BUASD,5091,South West,Higher deprivation towns,-5.445295263,NA
Gosport BUASD,71529,South East,Mid deprivation towns,-4.220376739,8.650065530799477
Seaton BUASD,5022,North West,Lower deprivation towns,4.453122958,NA
Thornaby-on-Tees BUASD,24741,North East,Higher deprivation towns,-2.41757272,20.84942084942085
Adwick le Street BUASD,19222,Yorkshire and The Humber,Higher deprivation towns,-4.095912481,16.731517509727624
Houghton-le-Spring BUASD,13863,North East,Higher deprivation towns,-3.782993531,18.97810218978102
Herne Bay BUASD,38385,South East,Higher deprivation towns,-2.169529438,8.528784648187633
Tadley BUASD,15836,South East,Lower deprivation towns,-0.734586109,NA
Leatherhead BUASD,32522,South East,Lower deprivation towns,3.357512952,5.900621118012422
West Bromwich BUASD,72945,West Midlands,Higher deprivation towns,-3.484130585,15.306122448979592
Whitley Bay BUASD,36702,North East,Lower deprivation towns,5.319393171,6.2953995157385
Horley BUASD,22693,South East,Lower deprivation towns,-2.359151642,5.405405405405405
Newark-on-Trent BUASD,37084,East Midlands,Higher deprivation towns,-4.984540922,15.32258064516129
Pershore BUASD,7125,West Midlands,Mid deprivation towns,-1.510543843,NA
St Helens BUASD,102885,North West,Higher deprivation towns,-1.920184466,15.12
Stockton-on-Tees BUASD,82729,North East,Higher deprivation towns,-2.501696064,17.281348788198102
Hitchin BUASD,34266,East of England,Lower deprivation towns,4.452360301,4.774535809018567
Burley in Wharfedale BUASD,7041,Yorkshire and The Humber,Lower deprivation towns,9.860231636,NA
Reading BUASD,218705,South East,Mid deprivation towns,0.399812927,5.21622826571556
Hedge End BUASD,25117,South East,Lower deprivation towns,2.486984227,5.537459283387622
Westergate BUASD,9783,South East,Lower deprivation towns,1.564259381,NA
Loughton BUASD,31106,East of England,Mid deprivation towns,1.266553731,4.481792717086835
Milton Keynes BUASD,171750,South East,Mid deprivation towns,0.341824042,6.172839506172839
Redditch BUASD,81919,West Midlands,Higher deprivation towns,-0.29414288,8.846918489065606
Chester BUASD,86011,North West,Higher deprivation towns,-0.81093526,7.983761840324763
Inner London BUAs,NA,London,NA,0.067591372,7.182298010556232
Outer london BUAs,NA,London,NA,1.262410275,5.520963055209631
Other Small BUAs,NA,NA,NA,1.221876794,5.4985521316304835
Not BUA,NA,NA,NA,1.802089417,4.741557546519641
